t	T9	h	phie
3.566189e+03	2.210572e-01	2.088016e-05	1.035018e+00
3.637589e+03	2.188739e-01	2.088016e-05	1.239099e+00
3.710420e+03	2.167121e-01	2.088016e-05	1.461235e+00
3.784711e+03	2.145717e-01	2.088016e-05	1.697556e+00
3.860492e+03	2.124525e-01	2.088016e-05	1.944609e+00
3.937793e+03	2.103541e-01	2.088016e-05	2.199710e+00
4.016643e+03	2.082765e-01	2.088016e-05	2.460963e+00
4.097074e+03	2.062194e-01	2.088016e-05	2.727110e+00
4.179118e+03	2.041827e-01	2.088016e-05	2.997358e+00
4.262807e+03	2.021660e-01	2.088016e-05	3.271225e+00
4.348173e+03	2.001693e-01	2.088016e-05	3.548427e+00
4.435252e+03	1.981922e-01	2.088016e-05	3.828806e+00
4.524076e+03	1.962348e-01	2.088016e-05	4.112278e+00
4.614681e+03	1.942966e-01	2.088016e-05	4.398809e+00
4.707103e+03	1.923776e-01	2.088016e-05	4.688388e+00
4.801378e+03	1.904775e-01	2.088016e-05	4.981024e+00
4.897543e+03	1.885962e-01	2.088016e-05	5.276733e+00
4.995636e+03	1.867335e-01	2.088016e-05	5.575539e+00
5.095696e+03	1.848892e-01	2.088016e-05	5.877469e+00
5.197762e+03	1.830631e-01	2.088016e-05	6.182551e+00
5.301875e+03	1.812550e-01	2.088016e-05	6.490815e+00
5.408075e+03	1.794648e-01	2.088016e-05	6.802293e+00
5.516404e+03	1.776923e-01	2.088016e-05	7.117016e+00
5.626906e+03	1.759373e-01	2.088016e-05	7.435016e+00
5.739622e+03	1.741996e-01	2.088016e-05	7.756327e+00
5.854599e+03	1.724791e-01	2.088016e-05	8.080981e+00
5.971881e+03	1.707756e-01	2.088016e-05	8.409012e+00
6.091515e+03	1.690888e-01	2.088016e-05	8.740452e+00
6.213547e+03	1.674188e-01	2.088016e-05	9.075338e+00
6.338026e+03	1.657653e-01	2.088016e-05	9.413702e+00
6.465001e+03	1.641280e-01	2.088016e-05	9.755580e+00
6.594522e+03	1.625070e-01	2.088016e-05	1.010101e+01
6.726639e+03	1.609019e-01	2.088016e-05	1.045002e+01
6.861406e+03	1.593128e-01	2.088016e-05	1.080265e+01
6.998874e+03	1.577393e-01	2.088016e-05	1.115894e+01
7.139099e+03	1.561813e-01	2.088016e-05	1.151892e+01
7.282136e+03	1.546388e-01	2.088016e-05	1.188263e+01
7.428040e+03	1.531114e-01	2.088016e-05	1.225011e+01
7.576869e+03	1.515992e-01	2.088016e-05	1.262139e+01
7.728683e+03	1.501019e-01	2.088016e-05	1.299651e+01
7.883540e+03	1.486194e-01	2.088016e-05	1.337552e+01
8.041503e+03	1.471515e-01	2.088016e-05	1.375845e+01
8.202632e+03	1.456981e-01	2.088016e-05	1.414534e+01
8.366992e+03	1.442591e-01	2.088016e-05	1.453622e+01
8.534648e+03	1.428343e-01	2.088016e-05	1.493114e+01
8.705665e+03	1.414236e-01	2.088016e-05	1.533015e+01
8.880110e+03	1.400268e-01	2.088016e-05	1.573327e+01
9.058054e+03	1.386438e-01	2.088016e-05	1.614056e+01
9.239565e+03	1.372744e-01	2.088016e-05	1.655204e+01
9.424716e+03	1.359186e-01	2.088016e-05	1.696778e+01
9.613579e+03	1.345762e-01	2.088016e-05	1.738779e+01
9.806228e+03	1.332470e-01	2.088016e-05	1.781214e+01
1.000274e+04	1.319309e-01	2.088016e-05	1.824087e+01
1.020319e+04	1.306279e-01	2.088016e-05	1.867401e+01
1.040766e+04	1.293377e-01	2.088016e-05	1.911161e+01
1.061623e+04	1.280603e-01	2.088016e-05	1.955371e+01
1.082899e+04	1.267955e-01	2.088016e-05	2.000037e+01
1.104601e+04	1.255432e-01	2.088016e-05	2.045162e+01
1.126738e+04	1.243032e-01	2.088016e-05	2.090752e+01
1.149318e+04	1.230755e-01	2.088016e-05	2.136810e+01
1.172352e+04	1.218599e-01	2.088016e-05	2.183342e+01
1.195847e+04	1.206563e-01	2.088016e-05	2.230353e+01
1.219814e+04	1.194646e-01	2.088016e-05	2.277846e+01
1.244261e+04	1.182847e-01	2.088016e-05	2.325827e+01
1.269198e+04	1.171165e-01	2.088016e-05	2.374301e+01
1.294635e+04	1.159597e-01	2.088016e-05	2.423273e+01
1.320582e+04	1.148144e-01	2.088016e-05	2.472747e+01
1.347049e+04	1.136804e-01	2.088016e-05	2.522729e+01
1.374048e+04	1.125576e-01	2.088016e-05	2.573223e+01
1.401587e+04	1.114459e-01	2.088016e-05	2.624236e+01
1.429678e+04	1.103452e-01	2.088016e-05	2.675771e+01
1.458333e+04	1.092554e-01	2.088016e-05	2.727835e+01
1.487562e+04	1.081763e-01	2.088016e-05	2.780432e+01
1.517378e+04	1.071079e-01	2.088016e-05	2.833568e+01
1.547791e+04	1.060500e-01	2.088016e-05	2.887248e+01
1.578814e+04	1.050026e-01	2.088016e-05	2.941478e+01
1.610459e+04	1.039655e-01	2.088016e-05	2.996264e+01
1.642738e+04	1.029386e-01	2.088016e-05	3.051609e+01
1.675665e+04	1.019219e-01	2.088016e-05	3.107522e+01
1.709251e+04	1.009153e-01	2.088016e-05	3.164006e+01
1.743512e+04	9.991857e-02	2.088016e-05	3.221067e+01
